Gene_Symbol	type	file	classification
EPHB4	TumorSuppressorGene, Kinase, Oncogene	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	Oncogene
EPHB6	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	NA
EPOR	Oncogene	OncoKBv20240704	Oncogene
EPS15	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
ERBB2	CosmicCensus, Kinase, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
ERBB3	CosmicCensus, Kinase, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
ERBB4	TumorSuppressorGene, CosmicCensus, Kinase, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
ERC1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
ERCC1	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
ERCC2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
ERCC3	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
ERCC4	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
ERCC5	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
ERF	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
ERG	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
ERN1	Kinase	PfamKinase, OncoKBv20240704	NA
ERRFI1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
ESCO2	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
ESR1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
ESR2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ESRP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ESRRA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ESRRB	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ESRRG	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ESX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ETAA1	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
ETF1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ETNK1	CosmicCensus, Kinase	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	NA
ETNK2	Kinase	PfamKinase, OncoKBv20240704	NA
ETS1	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
ETS2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ETV1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
ETV2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ETV3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ETV3L	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ETV4	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
ETV5	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
ETV6	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
ETV7	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
EVX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
EVX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
EWSR1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
EXT1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
EXT2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
EXTL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
EXTL2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
EXTL3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
EYA4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
EZH1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
EZH2	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
EZHIP	Oncogene	OncoKBv20240704	Oncogene
EZR	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
EphA1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA10	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA5	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA6	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA7	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphA8	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphB1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphB2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphB3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphB4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
EphB6	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
ErbB2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
ErbB3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
ErbB4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk3ps1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk3ps2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk3ps3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk3ps4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk5	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Erk7	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FABP3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FADD	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FAK	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FAM131B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FAM135B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FAM170A	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FAM172A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FAM188A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FAM200B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FAM47C	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FANCA	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCC	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCD2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCE	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCF	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCG	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FANCL	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
FANCM	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
FAS	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FASTK	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FAT1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FAT3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FAT4	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FBLN1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBLN2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FBP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBXL13	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBXL19	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FBXO11	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FBXO25	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBXO31	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBXO32	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FBXW7	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FCGR2B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FCRL4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FCSK	Kinase	PfamKinase, OncoKBv20240704	NA
FEN1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FER	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
FER1L4	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FERD3L	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FERps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FES	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FEV	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
FEZF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FEZF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FGF1	Oncogene	OncoKBv20240704	Oncogene
FGF10	Oncogene	OncoKBv20240704	Oncogene
FGF14	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
FGF19	Oncogene	OncoKBv20240704	Oncogene
FGF2	Oncogene	OncoKBv20240704	Oncogene
FGF23	Oncogene	OncoKBv20240704	Oncogene
FGF3	Oncogene	OncoKBv20240704	Oncogene
FGF4	Oncogene	OncoKBv20240704	Oncogene
FGF5	Oncogene	OncoKBv20240704	Oncogene
FGF6	Oncogene	OncoKBv20240704	Oncogene
FGF7	Oncogene	OncoKBv20240704	Oncogene
FGF8	Oncogene	OncoKBv20240704	Oncogene
FGF9	Oncogene	OncoKBv20240704	Oncogene
FGFR1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FGFR1OP	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FGFR2	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FGFR3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FGFR4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FGR	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
FH	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FHIT	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FHL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FIGLA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FIP1L1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FIZ1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FKBP9	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FLCN	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FLI1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
FLNA	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FLT1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	Oncogene
FLT1ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FLT3	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FLT4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	Oncogene
FLYWCH1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FMS	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FNBP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FOLH1	Oncogene	OncoKBv20240704	Oncogene
FOLR1	Oncogene	OncoKBv20240704	Oncogene
FOS	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOSB	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOSL1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOSL2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXA1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
FOXA2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
FOXA3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXB1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXB2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXC1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
FOXC2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD3	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
FOXD4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD4L1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD4L3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD4L4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD4L5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXD4L6	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXE1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXE3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXF1	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
FOXF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXG1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXH1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXI1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXI2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXI3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXJ1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXJ2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXJ3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXK1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXK2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXL1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXL2	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
FOXM1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXN1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXN2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXN3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXN4	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
FOXO1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
FOXO3	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
FOXO4	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
FOXO6	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
FOXP1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
FOXP2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXP3	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
FOXP4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXQ1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FOXR1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
FOXR2	TranscriptionFactor	addTF_JL.tsv, AddedallOnco_Feb2017.tsv, OncoKBv20240704	NA
FOXS1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
FPGT-TNNI3K	Kinase	PfamKinase, OncoKBv20240704	NA
FRAP	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
FRK	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704	NA
FRS2	Oncogene	OncoKBv20240704	Oncogene
FRS3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FSTL1	Oncogene	OncoKBv20240704	Oncogene
FSTL3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
FUBP1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
FURIN	Oncogene	OncoKBv20240704	Oncogene
FUS	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
FXN	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
FYN	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	Oncogene
FZR1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene, TumorSuppressorGene
Fused	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
G0S2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
G11	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
GAB1	Oncogene	OncoKBv20240704	Oncogene
GAB2	Oncogene	OncoKBv20240704	Oncogene
GABARAP	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GABPA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GABRA6	Oncogene	OncoKBv20240704	Oncogene
GADD45A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GADD45B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GADD45G	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GADD45GIP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GAK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
GALK1	Kinase	PfamKinase, OncoKBv20240704	NA
GALK2	Kinase	PfamKinase, OncoKBv20240704	NA
GALR1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GANAB	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GAS1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GAS5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GAS7	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
GATA1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
GATA2	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
GATA3	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
GATA4	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
GATA5	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
GATA6	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
GATAD2A	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GATAD2B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GBP1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GBX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GBX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
GCM1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GCM2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GCN2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
GFI1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GFI1B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GGNBP2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GJA1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GJB2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GKN1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GKN2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
GLI1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene
GLI2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
GLI3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
